product_id,category,primary_materials,length_cm,width_cm,height_cm,weight_kg,region,season,complexity_score,labour_hours,artisan_hourly_wage_inr,raw_material_cost_inr,calculated_cost_floor_inr,historical_sale_price_inr
CRAFT-1955,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",69.2,11.6,30.2,6.84,"Mandla, Madhya Pradesh",Off-season,8,24,75,898.07,2698,4691
CRAFT-1956,Bamboo & cane,"Bamboo, Cane, Natural fibers",32.4,13.7,19.9,0.56,"Mandla, Madhya Pradesh",Festive,7,14,100,286.91,1687,3728
CRAFT-1957,Terracotta clay,"Natural clay, Natural colors",24.9,19.3,50.6,4.4,"Dumka, Jharkhand",Wedding,4,17,100,295.36,1995,3270
CRAFT-1958,Tribal handloom,"Cotton, Silk, Organic dyes",184.9,103.4,0.2,0.57,"Kondagaon, Chhattisgarh",Off-season,6,34,60,2253.24,4293,6503
CRAFT-1959,Tribal handloom,"Cotton, Silk, Organic dyes",167.0,50.5,0.4,0.73,"Bastar, Chhattisgarh",Wedding,8,34,75,1535.61,4086,9995
CRAFT-1960,Terracotta clay,"Natural clay, Natural colors",31.1,38.7,36.6,2.3,"Bastar, Chhattisgarh",Off-season,6,20,90,385.19,2185,3663
CRAFT-1961,Tribal handloom,"Cotton, Silk, Organic dyes",226.4,75.4,0.4,0.86,"Kondagaon, Chhattisgarh",Monsoon,8,69,60,817.75,4958,9030
CRAFT-1962,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",24.9,26.5,37.3,4.92,"Dumka, Jharkhand",Wedding,7,49,120,948.67,6829,15451
CRAFT-1963,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",94.8,43.4,52.1,3.73,"Bastar, Chhattisgarh",Festive,7,39,60,629.45,2969,5787
CRAFT-1964,Terracotta clay,"Natural clay, Natural colors",14.7,10.9,57.3,1.58,"Dumka, Jharkhand",Festive,7,17,120,156.78,2197,4270
CRAFT-1965,Bamboo & cane,"Bamboo, Cane, Natural fibers",56.7,46.5,17.1,1.94,"Kondagaon, Chhattisgarh",Wedding,5,8,90,59.7,780,1477
CRAFT-1966,Dokra bell metal,"Brass, Bell metal, Beeswax",25.8,16.5,20.5,1.82,"Dumka, Jharkhand",Off-season,9,33,120,940.27,4900,8004
CRAFT-1967,Bamboo & cane,"Bamboo, Cane, Natural fibers",27.5,42.2,14.8,0.74,"Kondagaon, Chhattisgarh",Monsoon,7,9,60,176.07,716,1304
CRAFT-1968,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",39.3,13.1,27.8,7.73,"Bastar, Chhattisgarh",Off-season,8,44,75,750.69,4051,7776
CRAFT-1969,Tribal handloom,"Cotton, Silk, Organic dyes",106.0,118.9,0.3,0.48,"Dumka, Jharkhand",Wedding,8,21,75,1800.09,3375,7935
CRAFT-1970,Tribal handloom,"Cotton, Silk, Organic dyes",187.9,91.1,0.3,1.3,"Kondagaon, Chhattisgarh",Monsoon,5,36,90,956.43,4196,7436
CRAFT-1971,Terracotta clay,"Natural clay, Natural colors",33.5,21.8,42.3,1.18,"Bastar, Chhattisgarh",Festive,3,19,90,378.45,2088,3745
CRAFT-1972,Bamboo & cane,"Bamboo, Cane, Natural fibers",61.1,10.8,12.2,1.56,"Dumka, Jharkhand",Off-season,5,10,100,269.56,1270,2071
CRAFT-1973,Bamboo & cane,"Bamboo, Cane, Natural fibers",44.3,14.8,33.1,0.89,"Kondagaon, Chhattisgarh",Wedding,6,15,75,274.9,1400,3191
CRAFT-1974,Terracotta clay,"Natural clay, Natural colors",38.3,25.6,43.9,4.0,"Kondagaon, Chhattisgarh",Off-season,8,6,100,121.92,722,1340
CRAFT-1975,Dokra bell metal,"Brass, Bell metal, Beeswax",8.9,7.7,21.0,2.01,"Mandla, Madhya Pradesh",Monsoon,8,55,75,1047.81,5173,8383
CRAFT-1976,Bamboo & cane,"Bamboo, Cane, Natural fibers",45.3,17.3,25.1,1.98,"Kondagaon, Chhattisgarh",Off-season,2,11,90,189.18,1179,1870
CRAFT-1977,Bamboo & cane,"Bamboo, Cane, Natural fibers",40.3,29.4,27.7,0.25,"Dumka, Jharkhand",Monsoon,5,10,60,213.5,814,1304
CRAFT-1978,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",44.8,13.4,14.5,9.31,"Dumka, Jharkhand",Off-season,5,47,100,889.28,5589,8878
CRAFT-1979,Tribal handloom,"Cotton, Silk, Organic dyes",225.3,53.1,0.2,1.37,"Dumka, Jharkhand",Monsoon,5,58,120,419.25,7379,10293
CRAFT-1980,Bamboo & cane,"Bamboo, Cane, Natural fibers",77.1,34.5,14.2,0.39,"Kondagaon, Chhattisgarh",Wedding,6,12,120,57.05,1497,2850
CRAFT-1981,Terracotta clay,"Natural clay, Natural colors",31.6,37.5,30.4,1.36,"Bastar, Chhattisgarh",Off-season,4,6,90,245.48,785,1389
CRAFT-1982,Bamboo & cane,"Bamboo, Cane, Natural fibers",66.3,12.6,29.2,1.8,"Kondagaon, Chhattisgarh",Festive,7,11,120,276.87,1597,3270
CRAFT-1983,Dokra bell metal,"Brass, Bell metal, Beeswax",15.3,12.2,12.1,1.47,"Mandla, Madhya Pradesh",Festive,6,21,100,689.41,2789,6190
CRAFT-1984,Terracotta clay,"Natural clay, Natural colors",18.5,23.8,43.6,1.23,"Kondagaon, Chhattisgarh",Wedding,7,10,100,235.66,1236,2771
CRAFT-1985,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",73.5,15.1,57.3,2.19,"Mandla, Madhya Pradesh",Festive,4,29,90,974.67,3585,6700
CRAFT-1986,Dokra bell metal,"Brass, Bell metal, Beeswax",28.3,15.8,32.6,1.27,"Dumka, Jharkhand",Festive,9,50,60,831.65,3832,8720
CRAFT-1987,Dokra bell metal,"Brass, Bell metal, Beeswax",29.1,18.4,18.1,3.38,"Dumka, Jharkhand",Off-season,6,59,90,921.99,6232,10573
CRAFT-1988,Dokra bell metal,"Brass, Bell metal, Beeswax",12.9,13.7,31.9,1.94,"Dumka, Jharkhand",Off-season,7,54,60,1055.06,4295,7769
CRAFT-1989,Bamboo & cane,"Bamboo, Cane, Natural fibers",70.2,28.3,14.2,0.88,"Bastar, Chhattisgarh",Monsoon,7,13,120,170.75,1731,3286
CRAFT-1990,Dokra bell metal,"Brass, Bell metal, Beeswax",14.5,16.2,12.9,2.17,"Dumka, Jharkhand",Wedding,8,48,120,1490.02,7250,16696
CRAFT-1991,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",38.7,26.4,49.0,7.94,"Mandla, Madhya Pradesh",Off-season,8,46,100,428.1,5028,9190
CRAFT-1992,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",67.4,25.2,35.1,6.45,"Dumka, Jharkhand",Monsoon,5,49,75,759.89,4435,6713
CRAFT-1993,Dokra bell metal,"Brass, Bell metal, Beeswax",25.3,13.1,13.9,3.18,"Kondagaon, Chhattisgarh",Festive,6,16,100,1418.93,3019,6677
CRAFT-1994,Bamboo & cane,"Bamboo, Cane, Natural fibers",35.8,15.4,23.1,0.52,"Kondagaon, Chhattisgarh",Monsoon,5,2,90,283.5,464,686
CRAFT-1995,Dokra bell metal,"Brass, Bell metal, Beeswax",14.6,16.9,23.7,1.1,"Kondagaon, Chhattisgarh",Festive,7,59,90,620.65,5931,11578
CRAFT-1996,Dokra bell metal,"Brass, Bell metal, Beeswax",8.7,14.2,27.0,3.0,"Bastar, Chhattisgarh",Wedding,8,47,120,1425.25,7065,16369
CRAFT-1997,Dokra bell metal,"Brass, Bell metal, Beeswax",27.4,19.6,35.8,0.89,"Bastar, Chhattisgarh",Festive,8,36,100,1436.91,5037,10428
CRAFT-1998,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",20.7,27.7,12.3,5.89,"Bastar, Chhattisgarh",Off-season,5,31,90,538.55,3329,5642
CRAFT-1999,Tribal handloom,"Cotton, Silk, Organic dyes",199.3,80.4,0.4,1.39,"Dumka, Jharkhand",Festive,6,50,75,651.5,4402,9117
